id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
10084649,https://www.airbnb.com/rooms/10084649,20201229152854,2020-12-30,Charming 2bedrooms flat with terrace 600m to UN,"Faboulous, bright and cozy 75m flat. 50m from the lake and park. 7min walking from the train station (2tram stops). 5 min from UN. Silent, clean and close to main attractions. Decorated with Italian taste. Terrace with amazing view on the lake and alps<br /><br /><b>The space</b><br />The flat has a big hall, a fully equipped kitchen, a beautiful livingroom with terrace and amazing view on the lake and alps, a spacious room with double bed, a little room with one bed and a pull-out bed. 6th floor, silent and clean.",,https://a0.muscache.com/pictures/f9589441-5517-4849-bc92-fd983c61b2b6.jpg,4300073,https://www.airbnb.com/users/show/4300073,Matteo,2012-12-02,"Geneva, Geneva, Switzerland","Italian lawyer, social and reliable",a few days or more,0%,0%,f,https://a0.muscache.com/im/users/4300073/profile_pic/1368033250/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4300073/profile_pic/1368033250/original.jpg?aki_policy=profile_x_medium,Campo di Marte,2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,,Commune de Genève,,46.217859999999995,6.14776,Entire apartment,Entire home/apt,4,0.0,1 bath,2.0,2.0,"[""Bed linens"", ""Essentials"", ""Microwave"", ""Stove"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Washer"", ""Patio or balcony"", ""Cooking basics"", ""Wifi"", ""Single level home"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""TV"", ""Hot water"", ""Refrigerator"", ""Long term stays allowed"", ""Elevator"", ""Kitchen"", ""Host greets you"", ""Bathtub"", ""Heating"", ""Dedicated workspace"", ""Oven"", ""Cable TV""]",$150.00,2,35,2,2,35,35,2.0,35.0,,t,29,59,89,89,2020-12-30,27,0,0,2016-01-10,2019-08-02,91.0,9.0,9.0,9.0,9.0,10.0,9.0,,f,1,1,0,0,0.45
10109059,https://www.airbnb.com/rooms/10109059,20201229152854,2020-12-30,Nice studio near Cornavin Station,25m2 furnished studio in Geneva (2nd floor of a 6-floor building).<br />Calm and cosy.<br />Ideal location: 5 min walk from Gare Cornavin. Tramway station just in front of the building.<br />No wifi.<br />Ideal for a student or an intern.<br />Strong preference towards long periods.,Great neighborhood.,https://a0.muscache.com/pictures/6931f3d6-3929-4b1c-a8a7-24b927d6528c.jpg,51879068,https://www.airbnb.com/users/show/51879068,Arafat,2015-12-21,"Geneva, Geneva, Switzerland",,within a few hours,80%,85%,f,https://a0.muscache.com/im/pictures/user/d80312e4-0a47-4a42-9f1a-3a8a30c38b10.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d80312e4-0a47-4a42-9f1a-3a8a30c38b10.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']",t,t,"Genève, GE, Switzerland",Commune de Genève,,46.21117,6.13772,Entire apartment,Entire home/apt,1,0.0,1 bath,1.0,1.0,"[""Kitchen"", ""Hangers"", ""Elevator"", ""Heating""]",$50.00,7,700,7,7,700,700,7.0,700.0,,t,4,4,4,233,2020-12-30,18,6,2,2017-04-30,2020-12-23,92.0,9.0,9.0,10.0,10.0,10.0,9.0,,f,1,1,0,0,0.4
10155127,https://www.airbnb.com/rooms/10155127,20201229152854,2020-12-30,Entire modern apt. in Geneva centre,"My spacious and central apartment is in the perfect location to enjoy Geneva. You will be staying on the bank of the Rhone, within 5-10 minutes walking distance of the train station, the river, the lake and the old town. Shops, bars, restaurants and public transport will be right at your doorstep, while the quiet surroundings will ensure you get a good night sleep.  It is well suited for couples and business travelers alike.<br /><br /><b>The space</b><br />The flat is on the 5th floor of a contemporary building with 2 entrances and 4 elevators, located in a pedestrian square shielded from car noise. There is one bedroom with a big comfortable bed and brand new mattress, a large living room with seating area and dining area, a large kitchen with table, and a bathroom. All windows have double glazing.<br /><br /><b>Guest access</b><br />When you book, it would be great if you could send me your estimated check in  and check out times to help with the planning. In most cases the check in",,https://a0.muscache.com/pictures/667692ec-e66e-4aa7-a2c5-2f5bfba7285a.jpg,52120643,https://www.airbnb.com/users/show/52120643,Julian,2015-12-23,"Geneva, Geneva, Switzerland","Sporty, love to travel and try new things. I also like comfort ",within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/e6b85e67-049e-49c1-b30f-1505b7bbfd6c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e6b85e67-049e-49c1-b30f-1505b7bbfd6c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,,Commune de Genève,,46.206379999999996,6.14268,Entire apartment,Entire home/apt,2,0.0,1 bath,1.0,1.0,"[""Microwave"", ""Cable TV"", ""Room-darkening shades"", ""Bathtub"", ""Kitchen"", ""TV"", ""Coffee maker"", ""Bed linens"", ""Oven"", ""Stove"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Shampoo"", ""Lockbox"", ""Iron"", ""Hot water"", ""Elevator"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Dishwasher"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Cooking basics""]",$149.00,2,40,2,2,40,40,2.0,40.0,,t,30,60,90,90,2020-12-30,127,6,0,2016-01-29,2020-03-01,95.0,10.0,9.0,10.0,10.0,10.0,9.0,,f,1,1,0,0,2.12
10315558,https://www.airbnb.com/rooms/10315558,20201229152854,2020-12-30,Nice room in Onex,"Nice room for one person with a window/balcony view on a parc in a quiet area. Bus stop at 3min away. 20min away from city center, airport. 25 min away from the United Nations. <br />Commercial (Lancy-centre and  Migros) center 10min away.<br /><br /><b>The space</b><br />A warm welcome and unique hospitality<br /><br /><b>Other things to note</b><br />Towel <br />Stay of max 30 nights, might be extendable",The area includes a natural park for running/walking with a sports center in it (Aux Evaux),https://a0.muscache.com/pictures/c0cab75e-73bb-46ff-b0cd-fa330d3950cc.jpg,53074449,https://www.airbnb.com/users/show/53074449,Hanan,2016-01-02,"Geneva, Geneva, Switzerland","Amoureuse de la musique flamenco, jazz et latin. J’adore voyager et  j’aime partager les repas avec les gens que je reçois. ",,,,f,https://a0.muscache.com/im/pictures/user/beec7c73-58bd-47a4-9845-d5d7ad6cc0f3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/beec7c73-58bd-47a4-9845-d5d7ad6cc0f3.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Onex, Genève, Switzerland",Onex,,46.192409999999995,6.10628,Private room in apartment,Private room,1,0.0,1 shared bath,1.0,1.0,"[""Washer"", ""Essentials"", ""Microwave"", ""Iron"", ""Hot water"", ""Elevator"", ""Breakfast"", ""Shampoo"", ""Hair dryer"", ""Extra pillows and blankets"", ""Refrigerator"", ""Bed linens"", ""Dishes and silverware"", ""Dedicated workspace"", ""Hangers"", ""Coffee maker"", ""Heating"", ""Wifi""]",$55.00,1,30,1,1,30,30,1.0,30.0,,t,28,58,88,363,2020-12-30,19,1,0,2016-01-17,2020-01-07,98.0,10.0,10.0,10.0,10.0,9.0,9.0,,f,1,0,1,0,0.31
10332954,https://www.airbnb.com/rooms/10332954,20201229152854,2020-12-30,Confortable.Beau.Pratique.Raffiné.,"Calme.Facilité de transport public.Quartier résidentiel.Proche aéroport et gare.Environs verdoyants.Près du lac.Literie et aménagement de qualité.<br /><br /><b>The space</b><br />Atmosphère et qualité,tant à l'intérieur qu'à l'extérieur.<br /><br /><b>Guest access</b><br />Espace repas,SDB,cuisine,grande terrasse aménagée.","Les grands espaces verts(visible de toutes les fenêtres),la bonne tenue et le respect en général,les commodités de transport,la proximité du lac,le calme.",https://a0.muscache.com/pictures/e298c5cc-c6d4-4c08-befe-36a549ade142.jpg,53173251,https://www.airbnb.com/users/show/53173251,S.,2016-01-03,CH,,within a few hours,100%,,f,https://a0.muscache.com/im/pictures/user/1f570beb-2127-4dd2-b9e7-76b6c81718c7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1f570beb-2127-4dd2-b9e7-76b6c81718c7.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Bellevue, Genève, Switzerland",Bellevue,,46.254909999999995,6.14164,Private room in apartment,Private room,1,0.0,1 shared bath,1.0,2.0,"[""Bed linens"", ""Essentials"", ""Stove"", ""First aid kit"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Free street parking"", ""Lock on bedroom door"", ""Hair dryer"", ""Fire extinguisher"", ""Washer"", ""Patio or balcony"", ""Cooking basics"", ""Wifi"", ""Hangers"", ""Dishwasher"", ""Coffee maker"", ""Dishes and silverware"", ""Shampoo"", ""Iron"", ""TV"", ""Hot water"", ""Refrigerator"", ""Gym"", ""Dryer"", ""Elevator"", ""Kitchen"", ""Host greets you"", ""Heating"", ""Dedicated workspace"", ""Oven"", ""Cable TV""]",$109.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,364,2020-12-30,20,0,0,2016-01-06,2019-10-30,96.0,10.0,10.0,10.0,10.0,9.0,10.0,,f,1,0,1,0,0.33
10348605,https://www.airbnb.com/rooms/10348605,20201229152854,2020-12-30,appartement proche du lac et l'ONU,"appartement quartier Pâquis proche du lac et de l’arrêt du bus<br />2 chambres à coucher, salon,  salle à manger, cuisine équipée salle de bain et toilette séparée.  draps et linge de bains fournis. accès wifi<br /><br /><b>The space</b><br />Dans cet appartement vous vous sentez à la maison !","La situation. Les bars, la vie de quartier et la proximité des hôtels 5 étoiles et le lac!",https://a0.muscache.com/pictures/c5033356-fcf0-4f68-a584-682c5a388a7e.jpg,53261552,https://www.airbnb.com/users/show/53261552,Trinidad,2016-01-04,"Geneva, Geneva, Switzerland",,within a day,100%,100%,t,https://a0.muscache.com/im/pictures/user/14959bfd-3c4c-40f1-9078-e83eb175dc32.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/14959bfd-3c4c-40f1-9078-e83eb175dc32.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.21073,6.14743,Entire apartment,Entire home/apt,4,0.0,1 bath,2.0,2.0,"[""Microwave"", ""Cable TV"", ""Long term stays allowed"", ""Bathtub"", ""Kitchen"", ""TV"", ""Coffee maker"", ""Oven"", ""Stove"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""High chair"", ""Hot water"", ""Elevator"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Wifi"", ""Hangers"", ""Essentials"", ""Lake access"", ""Cooking basics""]",$198.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,24,54,84,359,2020-12-30,71,2,0,2016-04-16,2020-04-05,95.0,10.0,10.0,10.0,9.0,10.0,9.0,,t,1,1,0,0,1.24
10349295,https://www.airbnb.com/rooms/10349295,20201229152854,2020-12-30,Authentic Attic close to the Lake,<b>The space</b><br />It comes fully furnished and equipped<br /><br /><b>Guest access</b><br />The entire apartment,,https://a0.muscache.com/pictures/17334a18-4bf3-4554-ae18-be9ef95a324c.jpg,21521753,https://www.airbnb.com/users/show/21521753,Nadja,2014-09-19,"Geneva, Geneva, Switzerland",,within a day,80%,66%,f,https://a0.muscache.com/im/users/21521753/profile_pic/1411221506/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21521753/profile_pic/1411221506/original.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,,Commune de Genève,,46.20295,6.15866,Entire apartment,Entire home/apt,4,0.0,1 bath,2.0,3.0,"[""Washer"", ""Essentials"", ""Iron"", ""Cable TV"", ""Dryer"", ""Elevator"", ""Hair dryer"", ""Kitchen"", ""Hangers"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Wifi"", ""Smoke alarm""]",$169.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,1,31,61,336,2020-12-30,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,f,2,2,0,0,0.0
10377339,https://www.airbnb.com/rooms/10377339,20201229152854,2020-12-30,Hôtel Bernina Genève,"Hôtel entièrement rénové (16 mois de travaux complet). 87 chambres tout confort avec climatisation réglable, parquet, stores électrique, salle de bain privative avec douche (bain sur demande) TV 49'', Wifi performant. <br /><br />Chambre double avec QUEEN SIZE BED (160cm), chambre twin sur demande, TRIPLE ou JUNIOR SUITE sur demande (contre supplément). Minibar offert, machine à café et thé gratuit en chambre.<br /><br />Profitez d'un accueil professionnel dans l'hôtel le mieux situé de Genève, à proximité de tout.<br /><br /><b>Guest access</b><br />A une minute de la gare Cornavin et 7 minute de l'Aéroport en train (un arrêt). 5 minutes à pied du Lac. Les Nations Unies sont toutes proches à seulement 10min avec le tram 15. L'emplacement parfait à Genève !",,https://a0.muscache.com/pictures/miso/Hosting-10377339/original/2eb6d66e-9cf2-406d-af25-5a42e8d7db0b.jpeg,53417709,https://www.airbnb.com/users/show/53417709,Mike,2016-01-05,"Geneva, Geneva, Switzerland",,within a few hours,75%,67%,f,https://a0.muscache.com/im/pictures/user/9b8b7522-4afd-4a0c-ac0c-5dae47298638.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9b8b7522-4afd-4a0c-ac0c-5dae47298638.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews']",t,f,,Commune de Genève,,46.21065,6.14419,Room in hotel,Private room,2,0.0,1 private bath,1.0,2.0,"[""Essentials"", ""First aid kit"", ""Crib"", ""Lake access"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Fire extinguisher"", ""Washer"", ""Smoke alarm"", ""Patio or balcony"", ""Paid parking off premises"", ""Wifi"", ""Breakfast"", ""Hangers"", ""Coffee maker"", ""Shampoo"", ""Iron"", ""TV"", ""Hot water"", ""Dryer"", ""Long term stays allowed"", ""Elevator"", ""Building staff"", ""Heating"", ""Dedicated workspace""]",$160.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2020-12-30,44,1,0,2016-02-12,2020-08-23,94.0,10.0,10.0,10.0,10.0,10.0,9.0,,f,1,0,1,0,0.74
10387269,https://www.airbnb.com/rooms/10387269,20201229152854,2020-12-30,A bedroom in Servette,"A bedroom with a double bed in a two bedroomed apartment that is available for short stays. Great location, close to all amenities, 20 min to the airport, 10 min to train station and close proximity to supermarkets and shopping mall. Direct transportation to airport and train station. Since the room faces the street, it could get a little noisy at night.<br /><br /><b>The space</b><br />Home away from home.<br /><br /><b>Guest access</b><br />Access to Kitchen, Living room and bathroom.",,https://a0.muscache.com/pictures/b4025365-5e15-44f8-81f7-005cf591d433.jpg,53473765,https://www.airbnb.com/users/show/53473765,Jeanette,2016-01-05,"Geneva, Geneva, Switzerland",,,,100%,f,https://a0.muscache.com/im/pictures/user/ded566a1-cab3-42a1-9f6a-fab102f62b35.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ded566a1-cab3-42a1-9f6a-fab102f62b35.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Commune de Genève,,46.21367,6.12981,Private room in apartment,Private room,2,0.0,1 shared bath,1.0,1.0,"[""Washer"", ""Wifi"", ""Iron"", ""Elevator"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Dedicated workspace"", ""Hangers"", ""Shampoo"", ""Bed linens""]",$58.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,16,46,46,2020-12-30,118,0,0,2016-02-24,2019-11-19,93.0,10.0,9.0,10.0,9.0,9.0,9.0,,f,2,0,2,0,2.0
10430368,https://www.airbnb.com/rooms/10430368,20201229152854,2020-12-30,Charming 1 bedroom with terrace (blue),"This is comfortable 56m2 Appartment on the 6th and last floor with beautiful Jura mountain view.<br />The flat has a fully equipped kitchen, a living room that open onto the terrace  and a bedroom with a queen bed. <br />The bathroom is equipped with a bathtub.<br />Laundry facility in building.<br /><br /><b>The space</b><br />The flat is on the 6th floor (with a lift) and last floor of the building with beautiful view of the mountain in a quiet building.<br />The apartment has an equipped kitchen, a leaving room with flat screen tv and a sofa bed suitable for 1 child. The living room give access to a big balcony/small terrasse big enough to eat outside during the summer month.<br /><br />The bedroom has a queen size bed and the bathroom has a bathtub. <br />It has been recently renovated and the kitchen, living room and bedroom have views on the Jura... <br /><br />This is a residential location only 15 min away away from the Cornavin train station by bus. Please note that we have a ","This is a quiet neighborhood, it's not a touristic neighborhood so you will have a great feel on how it is to leave in Geneva.<br />Yet you are only 15 minutes away from the city center by bus (you will quickly realized that Geneve has one of the most efficient public transport and that most of the people don't use there car here).<br />There is a Regional train that pass near by and that might be a little noisy but that's only from morning up to 9pm",https://a0.muscache.com/pictures/1550d0e3-83d4-4d30-9715-70122bbb2f72.jpg,11445748,https://www.airbnb.com/users/show/11445748,Nicole,2014-01-19,"Geneva, Geneva, Switzerland","Hello,
I’m Nicole, I’m a passionate doctor that love good company and good food. I’m family oriented.",within a few hours,100%,50%,f,https://a0.muscache.com/im/pictures/user/a014d0c4-27c8-4fca-9896-e9a7793badf0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a014d0c4-27c8-4fca-9896-e9a7793badf0.jpg?aki_policy=profile_x_medium,La Corniche,4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Genève, GE, Switzerland",Commune de Genève,,46.20478,6.12369,Entire apartment,Entire home/apt,3,0.0,1 bath,1.0,2.0,"[""Microwave"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Coffee maker"", ""Bed linens"", ""Host greets you"", ""Oven"", ""Stove"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""Free street parking"", ""Hot water"", ""Elevator"", ""Refrigerator"", ""Heating"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Cooking basics""]",$109.00,4,350,4,4,350,350,4.0,350.0,,t,0,0,29,304,2020-12-30,29,1,0,2016-09-05,2020-03-31,95.0,9.0,10.0,10.0,9.0,9.0,9.0,,f,3,3,0,0,0.55
10509547,https://www.airbnb.com/rooms/10509547,20201229152854,2020-12-30,"chambre à coucher avec un grand lit,","propre,  spacieuse, un grand lit de 180 cm, wifi, contient une salle  de bain avec baignoire et un petit balcon.<br />N.B: La chambre est disponible de dimanche soir à vendredi matin seulement mais pas les weekends.<br />à Quitter la chambre maximum  12:00 (matin)  et non  après SVP<br />N.B: THE ROOM NOT AVAILABE AT THE WEEKEND, ONLY FOR LONG STAY PLS<br /><br /><b>The space</b><br />Tout près des Organisations Internationales 5 à 10 minutes  et la gare cornavin 10 minutes à pied e 5 minutes par bus.<br /><br /><b>Guest access</b><br />un code ( à me demander le moment de reservation)<br /><br /><b>Other things to note</b><br />chambre non fumeurs, manger à la cuisinne","Calme, propre, à proximité des Organisations internationales et la gare Cornavin",https://a0.muscache.com/pictures/216e3c31-3b8c-4650-acae-ad00e74fd61a.jpg,53124969,https://www.airbnb.com/users/show/53124969,Hind,2016-01-03,"Geneva, Geneva, Switzerland","Respectueuse, accueillante, sociable, calme, comprehensive, ...",a few days or more,0%,100%,f,https://a0.muscache.com/im/pictures/user/0dc822e1-68be-4a02-8078-80ea5b4b5bad.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0dc822e1-68be-4a02-8078-80ea5b4b5bad.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'reviews']",t,f,"Genève, Switzerland",Commune de Genève,,46.21588,6.134440000000001,Private room in apartment,Private room,1,0.0,1 shared bath,1.0,0.0,"[""Host greets you"", ""Pack \u2019n Play/travel crib"", ""Microwave"", ""Iron"", ""Stove"", ""Long term stays allowed"", ""Heating"", ""Hot water"", ""Elevator"", ""Shampoo"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Coffee maker"", ""Essentials"", ""Wifi"", ""Cooking basics""]",$103.00,1,90,1,1,90,90,1.0,90.0,,t,30,60,90,90,2020-12-30,52,1,0,2016-10-28,2020-03-12,91.0,9.0,10.0,10.0,10.0,10.0,9.0,,t,2,1,1,0,1.02
10563774,https://www.airbnb.com/rooms/10563774,20201229152854,2020-12-30,One bedroom in Plainpalais,"Your own home in Geneva. <br /><br />This - fully furnished & serviced  one bedroom apartment is located in the heart of Plainpalais, the vibrant and beautiful Geneva's district. <br /><br />The apartment is within walking distance to the banking district.<br /><br /><b>The space</b><br />Your own home in Geneva. <br /><br />This - fully furnished & serviced - one bedroom apartment is located in the heart of Plainpalais, the vibrant and beautiful Geneva's district. <br /><br />APARTMENT DETAILS: <br />• bedroom (king size bed) <br />• sitting room (sofa-bed)<br />• fully equipped open plan kitchen <br />• bathroom with bathtub<br /><br />APPLIANCES: <br />- Fridge, Stove, Oven, Microwave, Kettle, Nespresso coffe machine<br />- Washer/dryer <br />- Dining table/chairs  <br />- HD TV/DVD player <br />- Fresh towels & bed linen <br />- Wireless Internet <br />- Digital TV<br />- Pots, pans, utensils, plates, glasses are provided for cooking/eating <br /><br />The apartment is serviced - f",The apartment is within walking distance to the banking district & close to downtown. Plainpalais is the neighborhood with the highest concentration of bars & restaurant art galeries.,https://a0.muscache.com/pictures/a0b347a6-14d7-40b2-ad34-db0b5849cbed.jpg,3566383,https://www.airbnb.com/users/show/3566383,First,2012-09-14,"Geneva, Geneva, Switzerland",We are a young & dynamic company specialized in providing accommodation solutions in Geneva (city & canton). ,a few days or more,44%,37%,f,https://a0.muscache.com/im/users/3566383/profile_pic/1370289613/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3566383/profile_pic/1370289613/original.jpg?aki_policy=profile_x_medium,,19,19,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Genève, Switzerland",Commune de Genève,,46.19855,6.13695,Entire apartment,Entire home/apt,4,0.0,1 bath,1.0,1.0,"[""Washer"", ""Iron"", ""Cable TV"", ""Dryer"", ""Heating"", ""Elevator"", ""Hair dryer"", ""Kitchen"", ""TV"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Wifi"", ""Smoke alarm""]",$145.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,30,60,90,365,2020-12-30,20,0,0,2016-03-02,2019-10-12,86.0,9.0,9.0,10.0,8.0,10.0,8.0,,t,14,13,1,0,0.34
10574168,https://www.airbnb.com/rooms/10574168,20201229152854,2020-12-30,3 pièces agréable et proche de tout,"L'appartement est spacieux, proche de tout, toujours propre, calme et bon marché. Ce 3 pièces reste à la disposition des hôtes pendant tout le séjour. Il y a un double lit dans la chambre, un canapé-lit (2 places) ainsi qu'un matelas neuf au salon. Donc au total, on peut y dormir à 5 personnes et y manger car la cuisine est équipée. L'arrêt du bus 11 pour Carouge est juste devant la maison et le tram, très proche, vous emmène au centre en 5 minutes. Vous serez proches de l'aéroport également.<br /><br /><b>The space</b><br />C'est propre, très agréable, proche de tout et les chambres sont confortables.<br /><br /><b>Guest access</b><br />L'appartement est entièrement destiné aux hôtes.<br /><br /><b>Other things to note</b><br />Wifi, Swisscom TV et cuisine équipée entièrement à votre disposition.","Le quartier est proche de l'aéroport, de la gare et du centre-ville. C'est calme et agréable. En bas de l'appartement, il y a un petit dépanneur ouvert tard le soir.",https://a0.muscache.com/pictures/7dbfb514-512e-4941-a138-b6dde54a8b82.jpg,43526968,https://www.airbnb.com/users/show/43526968,Fred,2015-09-06,"Geneva, Geneva, Switzerland",I am a filmmaker. Traveling a lot to show my work so I always need a place to stay. I am a cool open minded and very clean person. I am also a good friend and I enjoy people's company.,within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/9ffb4db7-7fda-4479-ab80-a244f587e861.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9ffb4db7-7fda-4479-ab80-a244f587e861.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Genève, Switzerland",Commune de Genève,,46.21102,6.12806,Entire apartment,Entire home/apt,5,0.0,1 bath,2.0,3.0,"[""Microwave"", ""Cable TV"", ""Long term stays allowed"", ""Kitchen"", ""TV"", ""Host greets you"", ""Oven"", ""Stove"", ""Dedicated workspace"", ""Shampoo"", ""Washer"", ""Iron"", ""Free street parking"", ""Hot water"", ""Children\u2019s books and toys"", ""Paid parking off premises"", ""Refrigerator"", ""First aid kit"", ""Dishes and silverware"", ""Heating"", ""Crib"", ""Wifi"", ""Dryer"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Cooking basics""]",$100.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,0,20,21,21,2020-12-30,19,2,0,2016-03-19,2020-11-21,93.0,10.0,9.0,10.0,9.0,10.0,9.0,,f,1,1,0,0,0.33
10603615,https://www.airbnb.com/rooms/10603615,20201229152854,2020-12-30,Charming Flat close to the Station,"Newly renovated flat in the city center. Stylish furniture and full equipment will make it feel like home away from home.<br /><br />Located just a couple of minutes away from the main train station, it is perfect for a relaxed vacation or a business trip.",,https://a0.muscache.com/pictures/2787d6ca-f3ca-4653-874e-704e0b395132.jpg,2388229,https://www.airbnb.com/users/show/2388229,Alberto,2012-05-16,"Geneva, Geneva, Switzerland",I am italian working in Geneva. I love to meet new people!,within a few hours,100%,99%,f,https://a0.muscache.com/im/users/2388229/profile_pic/1347610553/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2388229/profile_pic/1347610553/original.jpg?aki_policy=profile_x_medium,,11,11,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,,Commune de Genève,,46.2129,6.12956,Entire apartment,Entire home/apt,7,0.0,1 bath,2.0,4.0,"[""Cable TV"", ""Long term stays allowed"", ""Bathtub"", ""Kitchen"", ""TV"", ""Coffee maker"", ""Oven"", ""Stove"", ""Dedicated workspace"", ""Washer"", ""Iron"", ""High chair"", ""Hot water"", ""Elevator"", ""Refrigerator"", ""Dishes and silverware"", ""Heating"", ""Crib"", ""Wifi"", ""Hair dryer"", ""Hangers"", ""Essentials""]",$130.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,0,28,58,333,2020-12-30,115,3,0,2016-02-24,2020-03-24,87.0,9.0,9.0,10.0,10.0,10.0,9.0,,t,10,6,4,0,1.95
